Branch,Doc_Date,Document_No,LC_Date,LC_Number,Customer_Name,Customer_Invoice No.,Overseas_Bank_Name,Drawee,Curr,Loan_Advance,Net_Amount,Bill_Amount,Amount_Realised,Balance,Bill_Due_Date,Accepted_Due_Date,Payment_Tenor,Goods,Country,Shipping_Bill_No, Shipping_Bill_Date, InvoiceNo, InvoiceDate,GR_PP CUST NO , PortCode, Shipping Bill Currency, Shipping Bill Amount,Customer_AccountNo,Swift,IFSC,Bank_Country,Dispatch_Indicator,Notes
6770001,10/05/2018,BCU/792/185195,10/04/2018,406LCD1800055,JFE SHOJI STEEL INDIA PRIVATE LIMITED,00248 -00249,DEUTSCHE BANK AG -,TBEA ENERGY INDIA PVT LTD,INR,N,0,2709999.8,0,2709999.8,01/08/2018,,90 After AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,DEUT0784BB,,IN,,,
6770001,03/04/2018,BCU/792/185025,13/03/2018,406LCD1800041,JFE SHOJI STEEL INDIA PRIVATE LIMITED,02373,DEUTSCHE BANK AG -,TBEA ENERGY INDIA PVT LTD,INR,N,0,1470275.28,0,1470275.28,25/06/2018,25/06/2018,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,DEUT0784BB,,IN,,,
6770001,02/05/2018,BCU/792/185134,10/04/2018,406LCD1800055,JFE SHOJI STEEL INDIA PRIVATE LIMITED,00141/142,DEUTSCHE BANK AG -,TBEA ENERGY INDIA PVT LTD,INR,N,0,2496294.72,0,2496294.72,18/07/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,DEUT0784BB,,IN,,,
6770001,20/04/2023,BBA/792/235005,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,MALE AERATED WATER COMPANY PVT LTD,USD,N,0,2000,0,2000,20/05/2023,,Sight,SUGAR AND MOLLASES,BENIN,,,,,,,,,H10792100446,,,,Sent to Bank,,
6770001,25/01/2018,BCU/792/177365,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170354,,LANDIS+GYR OY,EUR,N,0,61724.32,0,61724.32,07/05/2018,,100 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,1761102,23/12/2017,RES/20170354,,,INSNF6,EUR,61724.32,H10792102367,,,,,,
6770001,08/06/2023,BCA/792/235005,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,SUMITOMO CHEMICAL (ASIA PACIFIC) PTE LTD. -,USD,N,0,10000,0,10000,08/06/2023,,Sight,OTHER CEREALS,UNITED ARAB EMIRATES,,,,,,,,,H10792100446,,,,Sent to Bank,TEst,
6770001,10/03/2023,BLA/792/225032,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,DANKE TECHNOELECTRO PVT.LTD.,EUR,N,0,50000,0,50000,30/11/2023,,Sight,MEAT & PREPARATIONS,UNITED ARAB EMIRATES,,,,,,,,,H10792100446,,,,Sent to Bank,testing,
6770001,17/05/2018,BCU/792/187233,,,NESSTECH INSTRUMENTS PVT LTD,NIP/058/2018-19,,NESSTECH INC,INR,N,0,1671616,0,1671616,04/07/2018,,60 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,JAPAN,4687568,07/05/2018,NIP/058/2018-19,,,INBOM4,INR,1671616,H10792101751,,,,,,
6770001,07/05/2018,BCU/792/187137,,,NESSTECH INSTRUMENTS PVT LTD,NIP/025/2018-19,,NESSTECH INC,INR,N,0,1030714,0,1030714,13/06/2018,,60 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,JAPAN,4221663,16/04/2018,NIP/025/2018-19,,,INBOM4,INR,1030714,H10792101751,,,,,,
6770001,02/05/2018,BCU/792/187096,,,NESSTECH INSTRUMENTS PVT LTD,NIP/001/2018-19,,NESSTECH INC,INR,N,0,1323122,0,1323122,01/06/2018,,60 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,JAPAN,3946683,02/04/2018,NIP/001/2018-19,,,INBOM4,INR,1323122,H10792101751,,,,,,
6770001,07/05/2018,BCU/792/187135,,,NESSTECH INSTRUMENTS PVT LTD,NIP/010/2018-19,,NESSTECH INC,INR,N,0,495014,0,495014,06/06/2018,,60 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,JAPAN,4079624,09/04/2018,NIP/010/2018-19,,,INBOM4,INR,495014,H10792101751,,,,,,
6770001,19/03/2018,BCU/792/177598,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/173,,PENTEL DO BRASIL IMP EXP IND E.COM LTDA,USD,N,0,1189.44,0,1189.44,19/06/2018,,110 From AWB/BL Date,PAPERWOOD PRODUCTS,BRAZIL,2985861,20/02/2018,17-18/PV/E/173,,,INNSA1,USD,1189.44,F10792910338,,,,,,
6770001,16/02/2018,BCU/792/177457,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/148,,PENTEL DO BRASIL IMP EXP IND E.COM LTDA,USD,N,0,28355.89,0,28355.89,23/05/2018,,110 From AWB/BL Date,PAPERWOOD PRODUCTS,BRAZIL,2344789,22/01/2018,17-18/PV/E/148,,,INNSA1,USD,28355.89,F10792910338,,,,,,
6770001,05/04/2018,BCU/792/187007,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/188,,PENTEL DO BRASIL IMP EXP IND E.COM LTDA,USD,N,0,29389.24,0,29389.24,11/07/2018,,110 From AWB/BL Date,PAPERWOOD PRODUCTS,BRAZIL,3462430,13/03/2018,17-18/PV/E/188,,,INNSA1,USD,29389.24,F10792910338,,,,,,
6770001,19/03/2018,BCU/792/177597,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/172,,PENTEL DO BRASIL IMP EXP IND E.COM LTDA,USD,N,0,11509.63,0,11509.63,19/06/2018,,110 From AWB/BL Date,PAPERWOOD PRODUCTS,BRAZIL,2989390,20/02/2018,17-18/PV/E/172,,,INNSA1,USD,11509.63,F10792910338,,,,,,
6770001,11/04/2018,BCU/792/187031,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/200,,PENTEL OF AMERICA LTD,USD,N,0,52601.76,0,52601.76,11/07/2018,,100 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,3834797,28/03/2018,17-18/PV/E/200,,,INBOM4,USD,52601.76,F10792910338,,,,,,
6770001,22/03/2018,BCU/792/177590,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/170,,PENTEL OF AMERICA LTD,USD,N,0,50933.15,0,50933.15,04/06/2018,,100 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,2885602,15/02/2018,17-18/PV/E/170,,,INNSA1,USD,50933.15,F10792910338,,,,,,
6770001,20/04/2023,BLA/792/235011,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,DANKE TECHNOELECTRO PVT.LTD.,USD,N,0,2000,0,2000,15/05/2023,,Sight,MARINE PRODUCTS,AUSTRIA,,,,,,,,,H10792100446,,,,Sent to Bank,,
6770001,11/12/2017,BCA/792/177141,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170291,,CENTRAL  ELECTRICITY BOARD,USD,N,0,158780,133393.5,25386.5,05/01/2018,,Sight,MACHINE TOOLS- MACHINERY AND INSTRUMENT,MAURITIUS,9975842,17/11/2017,RES/20170291,,,INSNF6,USD,158780,H10792102367,,,,,,
6770001,20/04/2023,BLA/792/235013,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,SUMITOMO CHEMICAL (ASIA PACIFIC) PTE LTD. -,USD,N,0,2000,0,2000,15/05/2023,,Sight,CASHEW,BELGIUM,,,,,,,,,H10792100446,,,,Sent to Bank,-,
6770001,16/06/2017,BCA/792/176172,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RDS/91400027/1,,DIRECTORATE OF CONTRACTS & MATERIALS MANAGEMENT,INR,N,0,520000,0,520000,11/07/2017,,Sight,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792102367,,,,,,
6770001,20/04/2023,BLA/792/235010,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,SUMITOMO CHEMICAL (ASIA PACIFIC) PTE LTD. -,USD,N,0,2000,0,2000,15/05/2023,,Sight,COFFEE,BARBADOS,,,,,,,,,H10792100446,,,,Sent to Bank,-,
6770001,31/03/2018,BCU/792/177681,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RS/20170446,,ENEL DISTRIBUCION PERU S.A.A,USD,N,0,47672.98,0,47672.98,12/06/2018,,90 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,PERU,3216151,01/03/2018,RES/20170446,,,INSNF6,USD,47672.98,H10792102367,,,,,,
6770001,12/04/2018,BLU/792/185009,23/03/2018,0417ILCIS0002218,BANK OF BARODA HINDALCO,12317001486,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,6780510.31,6875448,0,6875448,21/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185041,
6770001,22/05/2018,BLU/792/185113,26/04/2018,0417ILCIS0003318,BANK OF BARODA HINDALCO,12319000144,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,109808,111355,0,111355,30/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,Sent to Bank,BCU/792/185216,
6770001,12/04/2018,BLU/792/185010,23/03/2018,0417ILCIS0002218,BANK OF BARODA HINDALCO,12317001485,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,2499837.31,2534332,0,2534332,20/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185042,
6770001,20/04/2018,BLU/792/185024,05/04/2018,0417ILCIS0002518,BANK OF BARODA HINDALCO,12319000008,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,3233056.03,3282263,0,3282263,05/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185085,
6770001,27/04/2018,BLU/792/185034,05/04/2018,0417ILCIS0002518,BANK OF BARODA HINDALCO,12319000009,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,4816583.23,4885000,0,4885000,07/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185087,
6770001,16/05/2018,BLU/792/185090,05/04/2018,0417ILCIS0002518,BANK OF BARODA HINDALCO,12319000098,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,N,0,234123,0,234123,07/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185197,
6770001,22/05/2018,BLU/792/185112,26/04/2018,0417ILCIS0003318,BANK OF BARODA HINDALCO,12319000126,BANK OF BARODA,K PATEL METAL IND PVT LTD,INR,Y,3386989,3435414,0,3435414,31/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0SIRPMR,,IN,,BCU/792/185214,
6770001,20/03/2018,BCU/792/176972,07/03/2018,429LC03180660001,JFE SHOJI STEEL INDIA PRIVATE LIMITED,2230,HDFC BANK LTD,VILAS TRANSCORE LTD,INR,N,0,4005687,0,4005687,11/06/2018,11/06/2018,90 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,HDFC0000429,,IN,,,
6770001,24/04/2018,BCU/792/185102,07/04/2018,429LC03180970001,JFE SHOJI STEEL INDIA PRIVATE LIMITED,00140,HDFC BANK LTD,VILAS TRANSCORE LTD,INR,N,0,4141977,0,4141977,18/07/2018,18/07/2018,90 From AWB/BL Date,PRIMARY AND SEMI-FINISHED IRON AND STEEL,INDIA,,,,,,,,,H10792101701,HDFC0000429,,IN,,,
6770001,22/03/2018,BLU/792/176525,08/02/2018,2538ILCIS0003618,BANK OF BARODA HINDALCO,12317001331,BANK OF BARODA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,N,0,5210786,0,5210786,08/08/2018,,180 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0AMBAWA,,IN,,BCU/792/176893,
6770001,02/01/2018,BLU/792/176394,24/11/2017,2538ILCIS0037117,BANK OF BARODA HINDALCO,12317001031,BANK OF BARODA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,1689473,1740287,0,1740287,29/05/2018,,180 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0AMBAWA,,IN,,BCU-792-176660,
6770001,20/03/2018,BLU/792/176512,20/02/2018,2538ILCIS0004718,BANK OF BARODA HINDALCO,12317001382,BANK OF BARODA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,6739201.68,6957771,0,6957771,23/08/2018,,180 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0AMBAWA,,IN,,BCU/792/176928,
6770001,13/03/2023,BLA/792/225035,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,DANKE TECHNOELECTRO PVT.LTD.,USD,N,0,500,0,500,13/03/2023,,Sight,MEAT & PREPARATIONS,ANDORA,,,,,,,,,H10792100446,,,,Sent to Bank,testing,
6770001,15/04/2023,BLA/792/235008,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,DANKE TECHNOELECTRO PVT.LTD.,USD,N,0,1500000,0,1500000,30/04/2023,,Sight,MARINE PRODUCTS,UNITED STATES OF AMERICA,,,,,,,,,H10792100446,,,,Sent to Bank,,
6770001,07/12/2017,BCU/792/177124,,,NESSTECH INSTRUMENTS PVT LTD,NIP/0327/2017-18,,NESS TECHNOLOGY M SDN BHD.,INR,N,0,15695.1,0,15695.1,15/02/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,MALAYSIA,9978338,18/11/2017,NIP/0327/2017-18,,,INBOM4,INR,15695.1,H10792101751,,,,,,
6770001,05/04/2018,BCU/792/187005,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/189,,PENTEL OF AMERICA LTD,USD,N,0,1060,0,1060,28/06/2018,,100 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,3589637,19/03/2018,17-18/PV/E/189,,,INBOM4,USD,1060,F10792910338,,,,,,
6770001,22/03/2018,BCU/792/177593,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/175,,PENTEL OF AMERICA LTD,USD,N,0,115319.87,0,115319.87,11/06/2018,,100 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,3073425,23/02/2018,17-18/PV/E/175,,,INNSA1,USD,115319.87,F10792910338,,,,,,
6770001,02/05/2018,BCU/792/187061,,,NESSTECH INSTRUMENTS PVT LTD,NIP/0565/2017-18,,NESS (SEA) SDN. BHD.,USD,N,0,8807,0,8807,22/06/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,MALAYSIA,3745619,26/03/2018,NIP/0565/2017-18,,,INBOM4,INR,8807,H10792101751,,,,,,
6770001,02/05/2018,BCU/792/187062,,,NESSTECH INSTRUMENTS PVT LTD,NIP/0576/2017-18,,NESS (SEA) SDN. BHD.,USD,N,0,20504,0,20504,28/06/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,MALAYSIA,3894382,31/03/2018,NIP/0576/2017-18,,,INBOM4,INR,20504,H10792101751,,,,,,
6770001,12/03/2018,BCU/792/177552,,,NESSTECH INSTRUMENTS PVT LTD,NIP/0489/2017-18,,NESS (SEA) SDN. BHD.,USD,N,0,6309,0,6309,17/05/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,MALAYSIA,2923799,17/02/2018,NIP/0489/2017-18,,,INBOM4,USD,6309,H10792101751,,,,,,
6770001,15/05/2018,BCU/792/187207,,,SUMITOMO CHEMICAL INDIA PVT. LTD,MH5200000002,,SUMITOMO CHEMICAL CO LTD,USD,N,0,221306.8,0,221306.8,08/06/2018,,45 From AWB/BL Date,INORGANIC/ORGANIC/AGRO CHEMICALS,JAPAN,4021497,05/04/2018,MH5200000002,,,INNSA1,USD,221306.8,H10792100446,,,,,,
6770001,26/04/2018,BLU/792/185032,17/02/2018,2538ILCIS0004318,BANK OF BARODA HINDALCO,12317001525,BANK OF BARODA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,8606828.41,8882427,0,8882427,24/09/2018,,180 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0AMBAWA,,IN,,BCU/792/185077,
6770001,02/01/2018,BLU/792/176393,24/11/2017,2538ILCIS0037117,BANK OF BARODA HINDALCO,12317001030,BANK OF BARODA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3368801.13,3470124,0,3470124,29/05/2018,,180 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792343434,BARB0AMBAWA,,IN,,BCU-792-176659,
6770001,04/05/2018,BCU/792/187141,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,18-19/PV/E/00002,,PENTEL SOUTH AFRICA (PTY) LTD,USD,N,0,1173.6,0,1173.6,15/06/2018,,60 From AWB/BL Date,PAPERWOOD PRODUCTS,SOUTH AFRICA,4258550,17/04/2018,18-19/PV/E/00002,,,INBOM4,USD,1173.6,F10792910338,,,,,,
6770001,20/04/2023,BBA/792/235006,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,MCQUAY AIR CONDITIONING AND REFRIGERATION WUHAN CO LTD,USD,N,0,20000,0,20000,20/05/2023,,Sight,FRUITS AND VEGETABLES,BURKINA FASO,,,,,,,,,H10792100446,,,,Sent to Bank,,
6770001,22/05/2018,BCU/792/187117,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170491 - 492 - 493,,PREFORMED LINE PRODUCTS (AUSTRALIA),AUD,N,0,49080,0,49080,08/06/2018,,60 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,AUSTRALIA,3813853,28/03/2018,RES/20170491,,,INSNF6,AUD,4038,H10792102367,,,,,,
6770001,22/05/2018,BCU/792/187117,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170491 - 492 - 493,,PREFORMED LINE PRODUCTS (AUSTRALIA),AUD,N,0,49080,0,49080,08/06/2018,,60 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,AUSTRALIA,3813828,28/03/2018,RES/20170492,,,INSNF6,AUD,14120,H10792102367,,,,,,
6770001,22/03/2018,BCU/792/177647,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/179,,PENTEL OF AMERICA LTD,USD,N,0,29585.8,26041.38,3544.42,28/03/2018,,15 From AWB/BL Date,PAPERWOOD PRODUCTS,PANAMA,3128407,26/02/2018,17-18/PV/E/179,,,INNSA1,USD,29585.8,F10792910338,,,,,,
6770001,10/03/2023,BCU/792/225015,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,SUMITOMO CHEMICAL (ASIA PACIFIC) PTE LTD. -,EUR,N,0,500000,0,500000,18/01/2024,,90 From AWB/BL Date,MISC. PROCESSED ITEMS,RUSSIA,,,,,,,,,H10792100446,,,,Non-Dispatch,TEST,
6770001,10/03/2023,BCU/792/225014,,,SUMITOMO CHEMICAL INDIA PVT. LTD,,,SUMITOMO CHEMICAL (ASIA PACIFIC) PTE LTD. -,EUR,N,0,5000000000,0,5000000000,10/03/2024,,90 From AWB/BL Date,CASHEW NUT SHELL LIQUID,RUSSIA,,,,,,,,,H10792100446,,,,Non-Dispatch,test,
6770001,22/05/2018,BCU/792/187117,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170491 - 492 - 493,,PREFORMED LINE PRODUCTS (AUSTRALIA),AUD,N,0,49080,0,49080,08/06/2018,,60 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,AUSTRALIA,3813887,28/03/2018,RES/20170493,,,INSNF6,AUD,30922,H10792102367,,,,,,
6770001,12/04/2018,BCU/792/187045,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/191,,PENTEL (AUSTRALIA) PTY. LIMITED,USD,N,0,3127.65,0,3127.65,20/06/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,AUSTRALIA,3662224,22/03/2018,17-18/PV/E/191,,,INBOM4,USD,3127.65,F10792910338,,,,,,
6770001,19/03/2018,BCU/792/177594,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/176,,PENTEL (AUSTRALIA) PTY. LIMITED,USD,N,0,4223.1,0,4223.1,05/06/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,AUSTRALIA,3100668,24/02/2018,17-18/PV/E/176,,,INNSA1,USD,4223.1,F10792910338,,,,,,
6770001,10/04/2018,BCU/792/187034,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,17-18/PV/E/190,,PENTEL (AUSTRALIA) PTY. LIMITED,USD,N,0,5409.8,0,5409.8,26/06/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,AUSTRALIA,3568819,17/03/2018,17-18/PV/E/190,,,INNSA1,USD,5409.8,F10792910338,,,,,,
6770001,11/05/2018,BCU/792/187178,,,PENTEL STATIONERY INDIA PRIVATE LIMITED,18-19/PV/E/00010,,PENTEL (AUSTRALIA) PTY. LIMITED,USD,N,0,6830.97,0,6830.97,24/07/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,AUSTRALIA,4319445,19/04/2018,18-19/PV/E/00010,,,INNSA1,USD,6830.97,F10792910338,,,,,,
6770001,24/12/2022,BBU/792/225006,,,BIRLA FURUKAWA FIBRE OPTICS PVT LTD,,,CHHATTISGARH-WR TRANSMISSION LIMITED,JPY,N,0,5000000,0,5000000,24/12/2022,,,RICE,BURKINA FASO,,,,,,,,,H10792101573,,,,Sent to drawee,testing,
6770001,16/01/2018,BCU/792/177320,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170351,,LANDIS+GYR OY,EUR,N,0,41002.52,0,41002.52,12/04/2018,,100 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,1704163,21/12/2017,RES/20170351,,,INSNF6,EUR,41002.52,H10792102367,,,,,,
6770001,31/03/2018,BCU/792/177679,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170428,,LANDIS+GYR OY,EUR,N,0,41243.28,0,41243.28,09/07/2018,,0 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,3029186,22/02/2018,RES/20170428,,,INSNF6,EUR,41243.28,H10792102367,,,,,,
6770001,26/03/2018,BCU/792/177663,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170417/419,,LANDIS+GYR OY,EUR,N,0,102726.84,0,102726.84,11/06/2018,,0 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,2808463,12/02/2018,RES/20170419,,,INSNF6,EUR,61724.32,H10792102367,,,,,,
6770001,26/03/2018,BCU/792/177663,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170417/419,,LANDIS+GYR OY,EUR,N,0,102726.84,0,102726.84,11/06/2018,,0 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,2759752,09/02/2018,RES/20170417,,,INSNF6,EUR,41002.52,H10792102367,,,,,,
6770001,12/03/2018,BCU/792/177555,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170416,,LANDIS+GYR OY,EUR,N,0,61724.32,0,61724.32,20/06/2018,,0 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,2732035,08/02/2018,RES/20170416,,,INSNF6,EUR,61724.32,H10792102367,,,,,,
6770001,27/04/2018,BCU/792/187114,,,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,RES/20170490,,LANDIS+GYR OY,EUR,N,0,61724.32,0,61724.32,06/08/2018,,0 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,FINLAND,3749834,26/03/2018,RES/20170490,,,INSNF6,EUR,61724.32,H10792102367,,,,,,
6770001,20/04/2018,BLU/792/185023,05/04/2018,0403818LC0000202,STATE BANK OF INDIA-HINDALCO,12319000014,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,N,0,3269943,0,3269943,05/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185074,
6770001,10/05/2018,BLU/792/185071,13/04/2018,0403818lc0000251,STATE BANK OF INDIA-HINDALCO,12319000109,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,1623770.29,1648484,0,1648484,25/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185140,
6770001,10/05/2018,BLU/792/185073,13/04/2018,0403818LC0000251,STATE BANK OF INDIA-HINDALCO,12319000084,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3203762.08,3251221,0,3251221,23/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185145,
6770001,28/03/2018,BLU/792/176538,08/03/2018,0403818LC0000144,STATE BANK OF INDIA-HINDALCO,12317001455,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,5129491.37,5207562,0,5207562,12/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176984,
6770001,23/04/2018,BLU/792/185025,05/04/2018,0403818LC0000202,STATE BANK OF INDIA-HINDALCO,12319000015,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,N,0,6560153,0,6560153,07/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185075,
6770001,10/05/2018,BLU/792/185064,13/04/2018,0403818LC0000251,STATE BANK OF INDIA-HINDALCO,12319000082,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,4874575.49,4943816,0,4943816,20/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185121,
6770001,20/03/2018,BLU/792/176515,01/03/2018,0403818LC0000133,STATE BANK OF INDIA-HINDALCO,12317001436,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,5185243.55,5266272,0,5266272,06/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176953,
